IDNumber,data,AgeInMonths,Gender,ParentHighestEducation,Ethnicity,Region,age_range,TOT_raw,SOC_raw,VIS_raw,HEA_raw,TOU_raw,TS_raw,BOD_raw,BAL_raw,PLA_raw
354010,SM,9,Female,High school graduate (including GED),Black,midwest,07 to 10.5 mo,60,10,10,10,10,10,10,10,10
360005,SM,26,Male,Some college or associate degree,Hispanic,west,21 to 31.5 mo,82,19,13,11,14,14,15,15,10
360010,SM,27,Male,High school graduate (including GED),Hispanic,west,21 to 31.5 mo,87,15,14,17,15,14,15,12,10
360018,SM,19,Male,High school graduate (including GED),Hispanic,west,09.5 to 20 mo,107,20,17,19,18,14,21,18,24
360019,SM,4,Female,Some college or associate degree,Hispanic,west,03.5 to 6 mo,90,18,16,15,19,10,14,16,14
360024,SM,4,Female,High school graduate (including GED),Hispanic,west,03.5 to 6 mo,97,14,22,12,18,15,14,16,10
360033,SM,12,Female,High school graduate (including GED),Hispanic,west,09.5 to 20 mo,68,13,10,11,15,10,12,10,10
360034,SM,25,Male,Some college or associate degree,Hispanic,west,21 to 31.5 mo,78,15,16,15,13,11,13,10,11
360035,SM,15,Female,High school graduate (including GED),Hispanic,west,09.5 to 20 mo,84,16,15,15,15,16,13,10,10
360043,SM,9,Female,High school graduate (including GED),Hispanic,west,07 to 10.5 mo,103,10,24,14,19,18,16,12,10
360045,SM,18,Female,High school graduate (including GED),Hispanic,west,09.5 to 20 mo,82,12,19,12,13,13,12,13,11
360046,SM,4,Male,High school graduate (including GED),Hispanic,west,03.5 to 6 mo,86,23,23,11,13,10,13,16,30
360050,SM,22,Male,Some college or associate degree,Hispanic,west,21 to 31.5 mo,108,15,21,19,20,12,21,15,15
360051,SM,7,Female,High school graduate (including GED),Hispanic,west,07 to 10.5 mo,90,13,19,13,17,10,15,16,18
360052,SM,7,Male,Some college or associate degree,Hispanic,west,07 to 10.5 mo,91,15,19,14,15,13,16,14,21
360053,SM,21,Male,High school graduate (including GED),Hispanic,west,21 to 31.5 mo,94,15,16,18,16,16,14,14,13
360061,SM,4,Female,Did not complete high school (no diploma),Hispanic,west,03.5 to 6 mo,90,17,24,14,17,11,12,12,21
360062,SM,24,Female,High school graduate (including GED),Hispanic,west,21 to 31.5 mo,94,16,16,17,17,14,16,14,12
360063,SM,24,Male,High school graduate (including GED),Hispanic,west,21 to 31.5 mo,105,14,24,17,17,17,16,14,12
360064,SM,5,Female,High school graduate (including GED),Hispanic,west,03.5 to 6 mo,93,16,19,15,16,16,14,13,15
360067,SM,4,Male,High school graduate (including GED),Hispanic,west,03.5 to 6 mo,89,25,15,14,16,10,13,21,11
360068,SM,30,Female,High school graduate (including GED),Hispanic,west,21 to 31.5 mo,93,12,13,17,18,15,17,13,12
360076,SM,5,Female,High school graduate (including GED),Hispanic,west,03.5 to 6 mo,86,24,18,16,15,11,11,15,13
360077,SM,28,Female,High school graduate (including GED),Hispanic,west,21 to 31.5 mo,93,13,18,18,16,12,15,14,13
360084,SM,6,Female,Some college or associate degree,Hispanic,west,03.5 to 6 mo,88,29,19,17,12,10,12,18,33
361021,SM,8,Female,Some college or associate degree,Hispanic,west,07 to 10.5 mo,89,13,16,17,15,10,16,15,13
361044,SM,27,Male,Some college or associate degree,Hispanic,west,21 to 31.5 mo,97,25,19,16,16,15,19,12,14
361045,SM,18,Male,High school graduate (including GED),Hispanic,west,09.5 to 20 mo,99,17,14,15,19,17,21,13,10
361047,SM,5,Male,Some college or associate degree,Hispanic,west,03.5 to 6 mo,86,11,16,12,14,10,16,18,10
361051,SM,8,Male,Some college or associate degree,Hispanic,west,07 to 10.5 mo,73,20,12,15,12,11,10,13,17
362002,Sp,27,Male,High school graduate (including GED),Hispanic,south,21 to 31.5 mo,71,17,16,12,11,10,12,10,12
362004,SM,7,Female,Some college or associate degree,Hispanic,south,07 to 10.5 mo,77,13,22,11,13,10,11,10,10
362007,SM,9,Male,Some college or associate degree,Hispanic,northeast,07 to 10.5 mo,118,29,17,21,19,21,20,20,17
362021,Sp,6,Male,High school graduate (including GED),Hispanic,midwest,03.5 to 6 mo,94,14,25,13,14,11,17,14,16
362025,Sp,27,Female,Bachelor's degree or higher,Hispanic,west,21 to 31.5 mo,81,10,14,19,11,13,11,13,14
362029,Sp,6,Female,High school graduate (including GED),Hispanic,south,03.5 to 6 mo,87,13,26,16,11,11,12,11,11
362030,Sp,7,Female,High school graduate (including GED),Hispanic,south,07 to 10.5 mo,105,13,22,20,16,16,15,16,23
362034,Sp,29,Female,High school graduate (including GED),Hispanic,west,21 to 31.5 mo,98,22,20,20,16,15,13,14,11
362044,Sp,4,Male,Bachelor's degree or higher,Hispanic,south,03.5 to 6 mo,113,10,24,13,20,23,17,16,14
362046,Sp,9,Male,High school graduate (including GED),Hispanic,south,07 to 10.5 mo,112,22,27,22,16,15,15,17,22
362048,Sp,4,Female,Did not complete high school (no diploma),Hispanic,west,03.5 to 6 mo,102,14,22,19,16,20,11,14,25
362051,Sp,18,Female,Some college or associate degree,Hispanic,west,09.5 to 20 mo,90,16,19,16,11,15,13,16,11
362052,Sp,4,Female,Bachelor's degree or higher,Hispanic,west,03.5 to 6 mo,99,11,27,14,16,14,13,15,14
362053,Sp,22,Male,High school graduate (including GED),MultiRacial,south,21 to 31.5 mo,74,23,11,13,12,15,12,11,12
362054,Sp,19,Male,Some college or associate degree,Hispanic,south,09.5 to 20 mo,101,31,14,19,17,17,18,16,17
362055,Sp,15,Male,High school graduate (including GED),Hispanic,south,09.5 to 20 mo,112,18,21,15,19,19,19,19,18
362056,Sp,17,Male,Some college or associate degree,Hispanic,west,09.5 to 20 mo,100,17,22,18,13,17,16,14,18
362057,Sp,9,Female,Some college or associate degree,Hispanic,northeast,07 to 10.5 mo,99,34,18,16,15,19,15,16,14
362058,Sp,16,Male,Some college or associate degree,Hispanic,south,09.5 to 20 mo,84,34,16,14,14,15,13,12,12
362059,Sp,17,Male,Some college or associate degree,Hispanic,northeast,09.5 to 20 mo,82,19,19,14,12,12,13,12,15
362060,Sp,5,Male,Some college or associate degree,Hispanic,west,03.5 to 6 mo,88,35,14,14,17,16,14,13,18
362063,SM,9,Male,High school graduate (including GED),Hispanic,midwest,07 to 10.5 mo,92,15,24,13,16,11,13,15,19
362072,SM,5,Male,Bachelor's degree or higher,Hispanic,south,03.5 to 6 mo,119,11,26,18,16,20,21,18,12
362073,SM,9,Female,High school graduate (including GED),Hispanic,south,07 to 10.5 mo,95,13,20,15,16,13,15,16,14
366008,Sp,23,Female,Bachelor's degree or higher,Hispanic,south,21 to 31.5 mo,70,21,11,13,10,13,13,10,12
369001,Sp,27,Male,High school graduate (including GED),Hispanic,west,21 to 31.5 mo,99,12,23,22,13,13,16,12,11
369007,Sp,30,Female,Bachelor's degree or higher,Hispanic,west,21 to 31.5 mo,113,14,21,25,16,15,22,14,14
369009,Sp,12,Female,Bachelor's degree or higher,Hispanic,west,09.5 to 20 mo,89,17,19,17,12,11,16,14,15
369016,Sp,24,Male,Bachelor's degree or higher,Hispanic,west,21 to 31.5 mo,94,19,20,18,13,14,17,12,15
369022,Sp,26,Female,Bachelor's degree or higher,Hispanic,west,21 to 31.5 mo,106,18,21,19,18,13,20,15,20
369023,Sp,9,Female,Bachelor's degree or higher,Hispanic,west,07 to 10.5 mo,86,14,23,13,12,11,15,12,10
369024,Sp,5,Male,Bachelor's degree or higher,Hispanic,west,03.5 to 6 mo,95,13,23,15,13,12,20,12,22
382001,SM,6,Female,Did not complete high school (no diploma),Black,south,03.5 to 6 mo,84,18,20,14,12,10,12,16,19
382002,SM,7,Male,High school graduate (including GED),Black,south,07 to 10.5 mo,85,19,24,13,11,11,11,15,23
382003,SM,8,Female,Some college or associate degree,Black,south,07 to 10.5 mo,94,17,19,15,15,13,14,18,16
382003,SM,9,Female,Some college or associate degree,Black,south,07 to 10.5 mo,105,17,25,18,15,11,13,23,17
407001,Sp,16,Female,Bachelor's degree or higher,Hispanic,west,09.5 to 20 mo,115,20,22,20,18,20,21,14,15
407002,Sp,16,Male,Bachelor's degree or higher,Hispanic,northeast,09.5 to 20 mo,88,16,18,16,13,12,17,12,16
407003,Sp,16,Female,Bachelor's degree or higher,Hispanic,south,09.5 to 20 mo,72,10,10,10,13,14,12,13,10
407004,Sp,16,Female,Some college or associate degree,White,south,09.5 to 20 mo,83,18,14,14,11,14,17,13,13
407005,Sp,17,Female,Bachelor's degree or higher,Hispanic,south,09.5 to 20 mo,81,10,12,17,11,12,11,18,13
407006,Sp,16,Female,Bachelor's degree or higher,Hispanic,south,09.5 to 20 mo,90,15,16,16,12,13,17,16,15
407007,Sp,12,Female,Bachelor's degree or higher,Hispanic,south,09.5 to 20 mo,68,13,12,10,11,10,10,15,17
700202,Qual,8,Male,Some college or associate degree,White,south,07 to 10.5 mo,94,16,27,17,15,12,11,12,25
700203,Qual,6,Male,High school graduate (including GED),White,south,03.5 to 6 mo,93,31,17,20,15,12,13,16,26
700204,Qual,7,Male,High school graduate (including GED),MultiRacial,south,07 to 10.5 mo,93,13,22,13,13,13,20,12,12
700205,Qual,7,Male,High school graduate (including GED),MultiRacial,west,07 to 10.5 mo,87,10,25,12,16,10,14,10,10
700206,Qual,4,Male,Some college or associate degree,Black,south,03.5 to 6 mo,73,10,16,12,13,10,12,10,10
700207,Qual,6,Female,High school graduate (including GED),White,midwest,03.5 to 6 mo,102,10,28,14,13,13,20,14,13
700208,Qual,6,Male,High school graduate (including GED),Hispanic,northeast,03.5 to 6 mo,89,12,19,14,14,10,17,15,17
700209,Qual,5,Female,High school graduate (including GED),White,midwest,03.5 to 6 mo,76,10,23,10,11,10,12,10,10
700210,Qual,9,Female,High school graduate (including GED),White,south,07 to 10.5 mo,101,17,24,20,18,11,16,12,11
700211,Qual,6,Female,Some college or associate degree,Hispanic,northeast,03.5 to 6 mo,87,15,20,17,13,12,15,10,12
700212,Qual,6,Female,Some college or associate degree,White,south,03.5 to 6 mo,83,13,15,13,17,10,17,11,11
700213,Qual,5,Male,High school graduate (including GED),Black,west,03.5 to 6 mo,87,14,15,15,13,11,15,18,14
700214,Qual,7,Male,Some college or associate degree,Hispanic,west,07 to 10.5 mo,96,16,22,18,17,13,15,11,27
700215,Qual,8,Female,High school graduate (including GED),Hispanic,west,07 to 10.5 mo,102,10,26,21,10,18,16,11,19
700216,Qual,5,Male,Did not complete high school (no diploma),White,south,03.5 to 6 mo,101,17,25,17,14,12,19,14,12
700217,Qual,8,Female,Some college or associate degree,White,south,07 to 10.5 mo,86,14,20,12,13,10,16,15,13
700218,Qual,6,Male,Some college or associate degree,White,south,03.5 to 6 mo,89,14,23,15,13,12,15,11,15
700219,Qual,4,Female,High school graduate (including GED),Hispanic,south,03.5 to 6 mo,91,13,23,12,16,12,15,13,19
700220,Qual,6,Female,Some college or associate degree,White,northeast,03.5 to 6 mo,98,15,23,14,15,10,13,23,10
700221,Qual,8,Male,Some college or associate degree,White,midwest,07 to 10.5 mo,83,15,23,12,11,11,13,13,14
700222,Qual,7,Female,Some college or associate degree,White,midwest,07 to 10.5 mo,83,17,17,11,15,14,12,14,15
700223,Qual,5,Female,High school graduate (including GED),White,midwest,03.5 to 6 mo,79,16,23,12,11,10,13,10,10
700224,Qual,8,Male,Some college or associate degree,White,midwest,07 to 10.5 mo,97,14,18,14,19,12,18,16,13
700225,Qual,5,Male,Some college or associate degree,Hispanic,west,03.5 to 6 mo,101,17,30,13,18,11,15,14,10
700226,Qual,7,Female,Some college or associate degree,Black,south,07 to 10.5 mo,90,10,37,10,10,10,13,10,10
700227,Qual,8,Male,Some college or associate degree,White,midwest,07 to 10.5 mo,81,12,14,16,14,11,11,15,11
700228,Qual,7,Female,Some college or associate degree,White,west,07 to 10.5 mo,96,16,18,16,17,11,18,16,17
700229,Qual,5,Female,Some college or associate degree,White,midwest,03.5 to 6 mo,97,10,25,14,15,12,13,18,10
700230,Qual,8,Male,High school graduate (including GED),MultiRacial,west,07 to 10.5 mo,86,11,20,14,14,11,16,11,16
700231,Qual,4,Female,High school graduate (including GED),Hispanic,south,03.5 to 6 mo,69,10,14,10,11,11,13,10,10
700232,Qual,5,Female,Some college or associate degree,White,midwest,03.5 to 6 mo,92,14,25,12,18,10,12,15,10
700233,Qual,6,Male,High school graduate (including GED),White,south,03.5 to 6 mo,86,29,21,20,11,10,10,14,14
700235,Qual,5,Female,High school graduate (including GED),Hispanic,south,03.5 to 6 mo,96,20,26,15,15,10,14,16,11
700236,Qual,8,Female,High school graduate (including GED),MultiRacial,south,07 to 10.5 mo,89,10,19,13,16,10,16,15,10
700237,Qual,8,Male,Some college or associate degree,White,midwest,07 to 10.5 mo,103,18,22,14,19,12,18,18,23
700238,Qual,7,Male,Did not complete high school (no diploma),White,northeast,07 to 10.5 mo,77,15,16,12,14,10,11,14,15
700239,Qual,5,Female,Some college or associate degree,Black,west,03.5 to 6 mo,87,15,20,12,13,10,16,16,10
700240,Qual,4,Male,Some college or associate degree,Hispanic,northeast,03.5 to 6 mo,72,10,17,10,14,10,10,11,10
700241,Qual,4,Female,Some college or associate degree,MultiRacial,midwest,03.5 to 6 mo,84,18,17,13,15,10,13,16,13
700242,Qual,6,Female,Some college or associate degree,White,midwest,03.5 to 6 mo,97,19,22,14,20,16,12,13,13
700243,Qual,7,Male,Some college or associate degree,White,south,07 to 10.5 mo,102,13,23,14,17,14,19,15,25
700244,Qual,7,Female,High school graduate (including GED),White,west,07 to 10.5 mo,96,12,20,15,17,15,17,12,13
700245,Qual,9,Female,Some college or associate degree,Hispanic,northeast,07 to 10.5 mo,106,13,19,17,17,15,19,19,14
700247,Qual,5,Male,High school graduate (including GED),White,south,03.5 to 6 mo,101,14,24,13,14,14,17,19,22
700248,Qual,6,Male,High school graduate (including GED),Hispanic,west,03.5 to 6 mo,83,15,17,13,12,10,13,18,10
700249,Qual,6,Female,High school graduate (including GED),White,south,03.5 to 6 mo,95,10,24,13,17,11,17,13,11
700250,Qual,8,Male,Some college or associate degree,White,south,07 to 10.5 mo,100,15,25,11,17,17,17,13,13
700251,Qual,8,Male,High school graduate (including GED),Black,south,07 to 10.5 mo,106,12,26,16,13,13,28,10,10
700252,Qual,10,Female,High school graduate (including GED),White,south,07 to 10.5 mo,101,18,22,16,20,12,12,19,11
700253,Qual,4,Male,High school graduate (including GED),White,midwest,03.5 to 6 mo,88,14,26,10,15,10,16,11,11
700254,Qual,4,Female,High school graduate (including GED),White,south,03.5 to 6 mo,87,12,21,12,15,10,15,14,10
700255,Qual,4,Male,High school graduate (including GED),White,west,03.5 to 6 mo,87,22,17,17,13,10,15,15,23
700256,Qual,5,Male,High school graduate (including GED),White,northeast,03.5 to 6 mo,89,13,22,13,14,10,15,15,20
700257,Qual,7,Male,High school graduate (including GED),White,south,07 to 10.5 mo,99,12,22,16,19,11,14,17,11
700258,Qual,9,Male,High school graduate (including GED),White,south,07 to 10.5 mo,103,23,23,16,16,11,21,16,18
700259,Qual,9,Female,High school graduate (including GED),Hispanic,midwest,07 to 10.5 mo,87,10,24,12,13,11,14,13,10
700260,Qual,4,Female,High school graduate (including GED),White,northeast,03.5 to 6 mo,86,10,24,11,13,10,14,14,10
700261,Qual,4,Male,High school graduate (including GED),Black,south,03.5 to 6 mo,123,15,19,13,20,25,34,12,27
700262,Qual,7,Female,Some college or associate degree,Hispanic,south,07 to 10.5 mo,86,13,22,13,15,10,13,13,15
700263,Qual,7,Female,Some college or associate degree,White,midwest,07 to 10.5 mo,88,10,18,12,16,11,16,15,14
700264,Qual,9,Male,Some college or associate degree,Hispanic,midwest,07 to 10.5 mo,101,12,27,16,16,12,17,13,14
700265,Qual,7,Female,Some college or associate degree,Hispanic,south,07 to 10.5 mo,83,13,18,13,15,12,13,12,12
700266,Qual,8,Male,High school graduate (including GED),Hispanic,west,07 to 10.5 mo,92,10,23,14,13,14,17,11,11
700267,Qual,8,Male,Some college or associate degree,White,northeast,07 to 10.5 mo,83,11,17,14,11,14,12,15,10
700268,Qual,4,Male,Some college or associate degree,MultiRacial,south,03.5 to 6 mo,94,14,23,16,18,10,14,13,13
700269,Qual,4,Male,Did not complete high school (no diploma),White,south,03.5 to 6 mo,75,10,20,12,10,10,13,10,15
700270,Qual,5,Male,Some college or associate degree,Hispanic,northeast,03.5 to 6 mo,93,12,19,13,20,10,15,16,32
700271,Qual,5,Male,Some college or associate degree,Other,midwest,03.5 to 6 mo,78,13,17,12,15,11,12,11,10
700272,Qual,8,Female,Some college or associate degree,White,midwest,07 to 10.5 mo,83,19,14,15,15,10,14,15,18
700273,Qual,4,Male,Some college or associate degree,Hispanic,west,03.5 to 6 mo,76,13,18,13,11,10,12,12,10
700274,Qual,5,Female,Some college or associate degree,Black,midwest,03.5 to 6 mo,83,19,21,12,12,10,14,14,10
700275,Qual,8,Female,Some college or associate degree,White,south,07 to 10.5 mo,93,10,24,12,15,17,14,11,13
700276,Qual,7,Male,Some college or associate degree,White,midwest,07 to 10.5 mo,98,11,26,16,17,10,16,13,13
700277,Qual,8,Female,Some college or associate degree,Black,south,07 to 10.5 mo,90,10,23,14,14,15,13,11,10
700278,Qual,9,Male,High school graduate (including GED),White,south,07 to 10.5 mo,121,13,26,18,20,13,22,22,22
700279,Qual,9,Male,Some college or associate degree,MultiRacial,midwest,07 to 10.5 mo,122,10,31,19,19,14,24,15,19
700280,Qual,4,Male,Some college or associate degree,White,south,03.5 to 6 mo,85,12,17,12,16,13,14,13,15
700281,Qual,4,Female,High school graduate (including GED),Hispanic,west,03.5 to 6 mo,91,13,18,16,15,10,16,16,10
700282,Qual,4,Male,High school graduate (including GED),White,northeast,03.5 to 6 mo,80,18,24,13,13,10,10,10,10
700283,Qual,5,Male,Did not complete high school (no diploma),Hispanic,west,03.5 to 6 mo,90,11,22,13,14,11,17,13,16
700285,Qual,5,Female,Some college or associate degree,White,south,03.5 to 6 mo,103,12,25,14,18,13,18,15,19
700286,Qual,8,Male,High school graduate (including GED),White,west,07 to 10.5 mo,144,17,22,26,23,23,24,26,25
700287,Qual,6,Male,High school graduate (including GED),Hispanic,south,03.5 to 6 mo,89,14,23,14,13,15,12,12,15
700288,Qual,5,Male,Some college or associate degree,Black,south,03.5 to 6 mo,92,13,21,14,15,10,17,15,20
700289,Qual,9,Male,Some college or associate degree,White,midwest,07 to 10.5 mo,77,12,15,11,14,11,15,11,11
700290,Qual,6,Female,High school graduate (including GED),White,west,03.5 to 6 mo,130,16,27,17,26,16,20,24,27
700291,Qual,4,Female,Some college or associate degree,MultiRacial,south,03.5 to 6 mo,76,10,20,13,11,10,12,10,10
700292,Qual,4,Female,Some college or associate degree,Hispanic,south,03.5 to 6 mo,81,16,14,12,12,18,12,13,10
700293,Qual,9,Male,Some college or associate degree,MultiRacial,northeast,07 to 10.5 mo,91,10,22,16,14,10,15,14,12
700294,Qual,7,Male,High school graduate (including GED),Hispanic,northeast,07 to 10.5 mo,111,12,20,15,18,15,20,23,15
700295,Qual,7,Female,High school graduate (including GED),Black,northeast,07 to 10.5 mo,98,10,27,17,15,12,13,14,15
700296,Qual,6,Female,High school graduate (including GED),Black,south,03.5 to 6 mo,92,11,21,15,14,14,13,15,11
700297,Qual,4,Male,Some college or associate degree,MultiRacial,west,03.5 to 6 mo,114,19,28,24,19,12,12,19,30
700298,Qual,7,Male,Some college or associate degree,Asian,midwest,07 to 10.5 mo,63,12,12,10,10,10,11,10,10
700617,Qual,20,Female,Some college or associate degree,MultiRacial,midwest,09.5 to 20 mo,91,16,16,16,18,13,14,14,11
700618,Qual,16,Male,High school graduate (including GED),Black,south,09.5 to 20 mo,82,11,17,11,12,18,11,13,10
700619,Qual,17,Female,Some college or associate degree,MultiRacial,midwest,09.5 to 20 mo,126,18,22,22,24,13,26,19,16
700620,Qual,13,Female,High school graduate (including GED),White,west,09.5 to 20 mo,94,15,17,19,17,10,19,12,11
700621,Qual,17,Female,High school graduate (including GED),MultiRacial,south,09.5 to 20 mo,78,12,17,14,11,11,14,11,11
700622,Qual,13,Male,Some college or associate degree,White,midwest,09.5 to 20 mo,100,22,15,15,19,12,20,19,17
700623,Qual,21,Male,Some college or associate degree,White,south,21 to 31.5 mo,118,14,19,18,20,16,27,18,19
700624,Qual,30,Female,Some college or associate degree,Other,west,21 to 31.5 mo,84,23,14,16,14,15,14,11,12
700625,Qual,19,Female,High school graduate (including GED),White,midwest,09.5 to 20 mo,83,12,18,20,15,10,10,10,10
700626,Qual,14,Male,Some college or associate degree,White,northeast,09.5 to 20 mo,97,27,17,15,15,12,18,20,15
700627,Qual,19,Male,Some college or associate degree,White,south,09.5 to 20 mo,76,14,14,12,14,11,12,13,10
700628,Qual,20,Male,High school graduate (including GED),White,south,09.5 to 20 mo,87,13,15,15,17,13,15,12,10
700629,Qual,22,Female,Some college or associate degree,Black,northeast,21 to 31.5 mo,96,10,15,17,17,19,14,14,12
700630,Qual,11,Female,Some college or associate degree,MultiRacial,south,09.5 to 20 mo,74,19,16,14,11,10,11,12,10
700631,Qual,10,Male,High school graduate (including GED),Black,west,09.5 to 20 mo,118,13,26,26,14,10,23,19,12
700632,Qual,15,Male,High school graduate (including GED),White,west,09.5 to 20 mo,104,21,21,19,16,13,15,20,16
700633,Qual,22,Male,Some college or associate degree,Black,midwest,21 to 31.5 mo,64,12,12,11,11,10,10,10,10
700634,Qual,24,Female,High school graduate (including GED),Black,south,21 to 31.5 mo,91,19,19,19,16,10,16,11,10
700635,Qual,23,Male,Some college or associate degree,White,midwest,21 to 31.5 mo,87,15,18,18,13,12,14,12,14
700636,Qual,15,Female,High school graduate (including GED),White,south,09.5 to 20 mo,89,14,16,16,17,12,15,13,11
700637,Qual,18,Female,High school graduate (including GED),Hispanic,northeast,09.5 to 20 mo,69,12,16,10,10,10,12,11,10
700638,Qual,10,Female,High school graduate (including GED),White,south,09.5 to 20 mo,94,18,21,14,15,10,15,19,20
700639,Qual,18,Female,Some college or associate degree,Asian,south,09.5 to 20 mo,112,24,16,14,17,21,20,24,23
700640,Qual,20,Male,High school graduate (including GED),White,northeast,09.5 to 20 mo,86,15,15,15,15,11,16,14,10
700641,Qual,25,Female,High school graduate (including GED),White,south,21 to 31.5 mo,94,25,16,18,20,12,15,13,11
700642,Qual,15,Female,Some college or associate degree,White,midwest,09.5 to 20 mo,89,16,16,15,14,18,12,14,15
700643,Qual,23,Female,Some college or associate degree,Hispanic,south,21 to 31.5 mo,79,12,15,15,15,10,14,10,10
700644,Qual,18,Female,High school graduate (including GED),White,northeast,09.5 to 20 mo,98,14,19,19,14,11,16,19,12
700645,Qual,20,Female,Some college or associate degree,Hispanic,midwest,09.5 to 20 mo,75,10,13,14,15,10,12,11,11
700646,Qual,16,Female,Some college or associate degree,Hispanic,south,09.5 to 20 mo,87,15,18,15,15,10,16,13,10
700647,Qual,20,Male,High school graduate (including GED),Hispanic,south,09.5 to 20 mo,100,28,18,20,18,12,15,17,11
700648,Qual,16,Male,High school graduate (including GED),White,south,09.5 to 20 mo,105,17,19,16,19,16,19,16,11
700649,Qual,15,Female,Some college or associate degree,White,midwest,09.5 to 20 mo,121,17,21,20,18,21,21,20,13
700650,Qual,19,Male,High school graduate (including GED),White,south,09.5 to 20 mo,93,10,18,18,18,14,14,11,10
700651,Qual,10,Female,Some college or associate degree,White,midwest,09.5 to 20 mo,105,22,17,19,14,10,22,23,28
700652,Qual,10,Female,Some college or associate degree,Hispanic,south,09.5 to 20 mo,96,11,17,18,16,13,17,15,11
700653,Qual,15,Male,Some college or associate degree,Hispanic,south,09.5 to 20 mo,106,18,17,17,22,15,18,17,13
700654,Qual,28,Male,Did not complete high school (no diploma),Hispanic,midwest,21 to 31.5 mo,93,18,14,20,15,14,17,13,11
700658,Qual,10,Male,Some college or associate degree,White,northeast,09.5 to 20 mo,76,20,14,12,15,13,11,11,10
700659,Qual,23,Male,High school graduate (including GED),White,midwest,21 to 31.5 mo,104,15,19,22,18,11,19,15,11
700660,Qual,30,Male,High school graduate (including GED),White,south,21 to 31.5 mo,95,15,21,19,15,10,16,14,11
700661,Qual,20,Female,High school graduate (including GED),White,south,09.5 to 20 mo,98,18,21,15,15,13,21,13,12
700662,Qual,17,Male,High school graduate (including GED),Black,midwest,09.5 to 20 mo,95,11,17,15,20,11,17,15,14
700663,Qual,10,Male,Some college or associate degree,White,west,09.5 to 20 mo,83,19,15,14,16,12,12,14,10
700664,Qual,22,Male,Some college or associate degree,Black,south,21 to 31.5 mo,71,13,13,11,12,11,13,11,10
700665,Qual,20,Male,Some college or associate degree,Black,midwest,09.5 to 20 mo,86,12,16,17,13,14,13,13,11
700666,Qual,15,Male,High school graduate (including GED),Hispanic,west,09.5 to 20 mo,100,24,13,14,17,18,19,19,16
700667,Qual,10,Female,Some college or associate degree,White,south,09.5 to 20 mo,95,22,11,18,14,10,17,25,27
700668,Qual,13,Male,High school graduate (including GED),White,midwest,09.5 to 20 mo,83,17,17,16,14,10,12,14,14
700669,Qual,17,Male,Some college or associate degree,White,west,09.5 to 20 mo,95,15,16,17,14,15,17,16,14
700670,Qual,20,Male,Some college or associate degree,MultiRacial,south,09.5 to 20 mo,93,16,17,15,16,13,17,15,11
700671,Qual,17,Female,Some college or associate degree,White,west,09.5 to 20 mo,65,10,12,11,11,10,11,10,10
700673,Qual,14,Male,Did not complete high school (no diploma),Black,northeast,09.5 to 20 mo,120,20,19,23,19,20,19,20,15
700674,Qual,17,Female,High school graduate (including GED),White,midwest,09.5 to 20 mo,101,18,19,20,17,13,16,16,11
700675,Qual,26,Male,Some college or associate degree,White,midwest,21 to 31.5 mo,80,11,16,13,15,12,13,11,10
700676,Qual,19,Male,Some college or associate degree,White,south,09.5 to 20 mo,100,11,13,11,14,16,23,23,23
700677,Qual,18,Male,Some college or associate degree,White,south,09.5 to 20 mo,100,10,24,19,19,17,11,10,11
700678,Qual,12,Male,Some college or associate degree,White,south,09.5 to 20 mo,89,24,18,25,15,11,10,10,10
700679,Qual,11,Female,Did not complete high school (no diploma),White,northeast,09.5 to 20 mo,92,16,19,15,15,11,14,18,16
700680,Qual,23,Female,Some college or associate degree,Asian,west,21 to 31.5 mo,67,22,10,11,12,10,14,10,10
700681,Qual,20,Female,Did not complete high school (no diploma),Asian,west,09.5 to 20 mo,87,13,18,17,19,12,10,11,10
700682,Qual,15,Female,Some college or associate degree,Hispanic,west,09.5 to 20 mo,85,12,19,14,14,10,18,10,10
700683,Qual,21,Female,Some college or associate degree,White,west,21 to 31.5 mo,91,15,18,14,15,15,16,13,13
700684,Qual,11,Male,High school graduate (including GED),Black,south,09.5 to 20 mo,99,13,22,16,21,13,12,15,23
700685,Qual,10,Male,Some college or associate degree,White,south,09.5 to 20 mo,68,13,11,10,13,10,13,11,10
700687,Qual,14,Male,Some college or associate degree,Hispanic,northeast,09.5 to 20 mo,117,14,20,20,19,15,25,18,29
700688,Qual,15,Female,Some college or associate degree,Hispanic,south,09.5 to 20 mo,67,10,11,11,11,10,14,10,10
700689,Qual,17,Female,High school graduate (including GED),White,south,09.5 to 20 mo,125,23,23,20,19,16,27,20,11
700690,Qual,19,Female,High school graduate (including GED),White,south,09.5 to 20 mo,76,16,13,14,10,11,16,12,10
700691,Qual,22,Female,Some college or associate degree,White,south,21 to 31.5 mo,74,11,16,12,11,12,13,10,10
700692,Qual,27,Male,Some college or associate degree,White,south,21 to 31.5 mo,107,14,17,19,19,15,19,18,11
700693,Qual,23,Male,Did not complete high school (no diploma),MultiRacial,south,21 to 31.5 mo,113,14,17,22,19,16,20,19,10
700694,Qual,12,Female,Some college or associate degree,White,midwest,09.5 to 20 mo,84,16,15,12,15,10,16,16,18
700695,Qual,22,Male,Some college or associate degree,White,south,21 to 31.5 mo,78,14,14,18,14,10,12,10,10
