IDNumber,data,AgeInMonths,Gender,ParentHighestEducation,Ethnicity,Region,QT1,QT2,QT4,QT5,QT6,QT7,QT10,QT11,QT12,QT13,QT14,QT15,QT17,QT18,QT19,QT20,QT21,QT23,QT25,QT26,QT27,QT28,QT30,QT31,QT32,QT33,QT34,QT35,QT37,QT39,QT41,QT43,QT45,QT46,QT47,QT48,QT49,QT50,QT51,QT54,QT55,QT56,QT57,QT60,QT62,QT65,QT66,QT67,QT68,QT69,QT71,QT72,QT73,QT74,QT75,QT76,QT77,QT78,QT79,QT81,QT83,QT85,QT86,QT87,QT89,QT91,QT92,QT93,QT94,QT95,QT96,QT97,QT98,QT100,QT101,QT103,QT105,QT106,QT107,QT108,age_range,TOT_raw,SOC_raw,VIS_raw,HEA_raw,TOU_raw,TS_raw,BOD_raw,BAL_raw,PLA_raw,TOT_NT,SOC_NT,VIS_NT,HEA_NT,TOU_NT,TS_NT,BOD_NT,BAL_NT,PLA_NT
131018,SM,6,Female,Some college or associate degree,Hispanic,west,4,1,1,2,3,1,1,2,1,1,1,1,1,4,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,2,4,1,2,2,1,2,1,2,1,1,2,1,1,1,1,1,2,3,2,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,2,2,1,1,1,1,03.5 to 10 mo,83,17,14,13,17,15,13,11,15,48,51,47,43,60,50,53,38,51
131019,SM,11,Female,Some college or associate degree,Hispanic,west,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,1,2,2,2,1,2,1,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,11 to 31.5 mo,117,21,21,20,19,20,19,18,21,66,61,63,61,65,62,71,60,64
131020,SM,5,Female,Bachelor's degree or higher,Hispanic,west,1,2,1,1,1,1,1,1,2,1,2,2,2,3,1,1,2,1,2,3,1,1,1,1,2,1,2,1,2,2,1,1,1,2,1,1,1,3,1,1,1,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,3,2,2,1,2,1,1,2,2,1,03.5 to 10 mo,84,12,19,14,13,13,11,14,17,48,36,59,46,47,44,45,49,56
131021,SM,12,Male,Bachelor's degree or higher,White,midwest,3,2,1,2,1,2,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,1,2,3,2,2,2,2,1,1,2,1,2,2,1,1,1,2,2,2,1,1,2,2,1,3,1,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,11 to 31.5 mo,98,18,16,16,16,18,15,17,19,56,54,52,52,57,57,60,58,61
131022,SM,6,Female,Some college or associate degree,White,west,1,2,1,2,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2,1,1,1,1,2,1,1,2,3,1,2,2,1,1,2,2,4,1,1,2,2,2,2,3,1,2,1,1,1,1,1,2,2,1,1,1,1,1,2,1,3,2,1,2,1,1,1,1,1,1,1,1,2,1,2,03.5 to 10 mo,90,13,13,13,16,20,13,15,12,52,39,44,43,57,62,53,52,43
131023,SM,7,Male,Some college or associate degree,White,west,2,3,2,2,2,2,1,2,2,2,1,3,1,4,1,3,1,2,1,4,3,2,2,1,1,3,1,1,3,1,2,1,1,3,1,1,2,1,1,1,2,2,2,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,2,1,1,2,1,1,2,2,3,3,3,1,2,1,2,1,1,1,1,1,1,1,03.5 to 10 mo,99,20,21,18,14,14,13,19,12,57,58,63,57,51,47,53,63,43
131024,SM,4,Male,Some college or associate degree,White,west,2,2,1,2,2,1,2,2,2,1,1,1,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,1,2,2,2,1,2,2,1,2,1,1,2,1,2,2,1,1,2,2,1,2,3,1,2,2,2,1,1,2,2,2,1,1,1,2,3,2,3,1,3,1,3,1,3,1,2,2,3,1,1,2,2,3,03.5 to 10 mo,101,17,16,17,15,17,16,20,20,58,51,52,54,54,55,63,65,63
131025,SM,4,Male,Bachelor's degree or higher,White,west,1,2,1,1,1,1,1,3,3,3,1,1,1,4,1,2,1,2,1,3,2,3,2,2,2,2,2,1,3,3,1,2,2,2,2,1,4,3,4,1,1,2,1,1,2,3,1,2,2,2,2,2,1,2,2,2,1,1,2,3,1,3,1,2,1,2,2,1,3,2,2,2,1,3,3,1,2,1,2,2,03.5 to 10 mo,114,17,17,22,22,17,18,18,19,64,51,55,65,72,55,68,60,61
131026,SM,24,Male,Some college or associate degree,White,west,1,2,1,1,1,1,2,1,1,1,1,3,1,4,2,3,1,1,1,4,2,2,2,1,1,2,1,1,2,2,1,1,1,3,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,1,2,1,1,1,2,2,1,3,1,1,1,1,1,1,2,3,2,3,1,2,1,2,1,2,1,1,1,1,1,11 to 31.5 mo,95,12,21,16,12,15,15,16,13,55,36,63,52,44,50,60,55,46
131027,SM,13,Male,High school graduate (including GED),White,west,1,3,1,1,1,1,2,2,2,2,3,3,3,4,3,2,2,2,2,3,2,2,1,4,1,2,2,1,3,3,2,2,3,3,1,1,2,2,1,2,2,1,2,1,2,2,3,3,2,1,2,2,1,1,1,1,1,1,2,1,1,2,2,2,4,4,2,2,3,1,2,3,2,2,2,2,2,2,2,2,11 to 31.5 mo,122,16,27,21,19,19,13,23,21,68,48,74,63,65,59,53,71,64
133001,SM,29,Male,Bachelor's degree or higher,White,west,1,2,1,1,2,1,2,2,2,2,2,1,1,2,2,1,1,1,1,4,1,2,1,2,1,2,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2,4,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,2,2,1,1,1,2,2,1,1,1,1,1,11 to 31.5 mo,84,16,16,15,11,17,10,15,12,48,48,52,49,40,55,40,52,43
133002,SM,16,Female,Some college or associate degree,MultiRacial,west,1,3,2,1,3,1,1,2,2,2,2,1,2,3,3,1,1,1,2,4,1,2,2,1,1,1,1,1,1,2,3,2,2,1,1,1,1,4,1,1,4,4,3,4,3,3,4,4,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,4,1,3,2,2,1,1,2,2,4,2,1,1,1,1,2,11 to 31.5 mo,110,18,20,13,17,31,12,17,17,63,54,61,43,60,75,49,58,56
133003,SM,9,Male,Bachelor's degree or higher,White,west,2,3,2,2,2,2,2,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,3,2,1,3,1,2,1,3,2,1,2,1,1,1,1,1,1,1,2,3,1,1,1,1,2,3,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,2,3,1,1,1,2,2,1,1,1,1,1,1,03.5 to 10 mo,87,18,13,18,12,18,10,16,12,50,54,44,57,44,57,40,55,43
133004,SM,20,Male,High school graduate (including GED),MultiRacial,west,3,2,1,2,3,3,1,1,3,3,2,1,2,1,1,1,2,1,2,3,1,2,1,1,2,1,2,1,3,2,3,1,2,2,1,2,1,1,1,1,1,2,1,1,2,3,2,3,2,1,2,1,1,2,1,2,2,1,2,1,1,2,1,1,1,3,2,1,3,1,2,1,2,2,3,3,1,2,1,2,11 to 31.5 mo,96,22,16,16,15,18,15,16,19,55,63,52,52,54,57,60,55,61
133005,SM,21,Female,Some college or associate degree,MultiRacial,west,2,2,2,1,1,1,2,2,2,1,1,3,2,4,3,2,1,1,2,2,1,2,2,3,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,3,2,1,2,2,4,3,3,3,1,1,2,3,11 to 31.5 mo,89,16,21,17,10,15,11,15,24,51,48,63,54,35,50,45,52,70
133006,SM,17,Female,Some college or associate degree,White,west,2,2,1,1,1,1,2,2,2,2,1,1,1,2,1,1,1,1,1,2,1,3,1,2,2,1,1,1,2,1,2,1,1,2,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,1,1,1,1,2,11 to 31.5 mo,76,16,12,15,13,13,11,12,13,43,48,40,49,47,44,45,42,46
133007,SM,19,Female,Bachelor's degree or higher,MultiRacial,west,1,3,1,2,3,2,2,2,2,1,1,2,1,2,1,2,1,1,1,4,3,3,2,3,1,1,1,1,3,3,1,1,2,2,1,1,2,2,1,1,1,3,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,1,2,3,2,1,2,2,1,11 to 31.5 mo,88,19,16,21,14,15,10,12,18,51,56,52,63,51,50,40,42,58
133008,SM,19,Male,Bachelor's degree or higher,MultiRacial,west,2,3,1,2,3,2,2,2,2,1,1,1,1,2,1,2,2,2,2,4,3,3,2,3,1,1,1,1,3,3,2,1,2,2,1,1,2,2,1,1,2,3,1,1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,2,2,3,2,1,2,2,1,11 to 31.5 mo,93,20,18,21,15,16,11,12,19,54,58,57,63,54,52,45,42,61
133009,SM,7,Male,Bachelor's degree or higher,White,west,1,2,1,1,2,1,2,1,3,3,3,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,1,1,1,1,2,03.5 to 10 mo,71,17,13,14,11,13,10,10,15,39,51,44,46,40,44,40,34,51
133010,SM,9,Male,Bachelor's degree or higher,MultiRacial,west,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,3,1,1,1,2,2,2,2,1,2,2,2,1,2,2,1,1,1,2,2,2,2,2,1,2,2,2,1,1,2,1,2,2,1,1,1,2,2,2,2,1,1,2,1,2,2,2,1,1,2,1,2,2,2,2,2,1,1,1,1,2,03.5 to 10 mo,98,20,19,16,16,16,16,15,16,56,58,59,52,57,52,63,52,54
133011,SM,10,Female,Bachelor's degree or higher,White,west,3,3,2,3,2,2,2,1,3,2,2,2,2,2,2,1,3,1,3,3,2,2,1,2,1,1,1,2,4,3,3,1,3,3,2,1,2,3,2,2,3,4,1,2,2,3,3,2,3,2,3,3,1,1,1,2,2,2,2,2,2,1,1,2,2,1,3,1,3,2,1,1,2,3,2,1,3,2,1,3,03.5 to 10 mo,124,23,21,19,22,25,19,18,19,69,65,63,59,72,71,71,60,61
133079,SM,30,Female,Some college or associate degree,MultiRacial,west,2,3,1,1,3,1,1,1,1,1,2,1,2,4,1,1,1,1,1,3,1,2,2,2,1,1,1,1,2,2,3,2,1,1,1,1,1,4,2,1,4,4,3,2,4,3,3,4,2,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,2,2,3,2,2,1,2,2,2,2,2,1,2,1,1,2,11 to 31.5 mo,108,15,17,15,17,30,13,16,17,62,46,55,49,60,75,53,55,56
134001,SM,20,Male,Bachelor's degree or higher,White,south,2,2,1,2,2,1,2,2,2,2,1,2,2,4,1,2,1,1,1,3,2,2,1,2,1,2,1,1,3,3,3,3,2,2,1,1,1,1,2,1,2,2,2,1,1,2,1,2,2,1,2,2,1,1,1,2,2,1,2,1,1,1,1,2,1,2,3,1,3,1,2,1,2,2,2,1,1,1,1,1,11 to 31.5 mo,100,18,18,18,17,16,15,16,14,57,54,57,57,60,52,60,55,49
134002,SM,10,Female,Bachelor's degree or higher,White,west,3,2,2,2,2,2,2,2,1,1,1,2,2,3,1,2,1,1,1,2,2,2,1,2,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,2,3,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,03.5 to 10 mo,84,19,16,16,11,17,12,12,12,48,56,52,52,40,55,49,42,43
134003,SM,17,Female,Bachelor's degree or higher,Black,south,2,2,1,2,2,2,2,1,4,3,1,1,1,3,1,3,2,1,1,3,1,2,1,1,3,2,2,1,2,4,2,1,3,3,1,2,1,2,2,2,2,3,1,3,2,2,1,2,4,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,2,2,2,3,1,3,2,3,1,2,2,2,2,11 to 31.5 mo,107,21,17,19,19,22,12,18,21,61,61,55,59,65,66,49,60,64
134005,SM,7,Female,Bachelor's degree or higher,White,west,1,2,1,1,1,1,1,2,2,2,2,1,1,4,1,2,2,2,3,4,1,2,2,3,1,1,1,1,2,4,2,1,2,2,1,1,1,1,2,4,3,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,2,3,1,1,1,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,3,4,03.5 to 10 mo,100,14,22,18,17,16,13,14,22,57,42,65,57,60,52,53,49,66
134007,SM,6,Female,Some college or associate degree,Other,west,1,2,2,2,1,1,2,1,1,1,1,2,2,3,1,1,1,1,1,1,1,2,1,1,1,3,1,1,2,2,2,3,1,3,1,1,1,2,1,1,2,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,2,3,2,1,1,2,2,1,2,2,2,03.5 to 10 mo,85,14,14,15,16,15,10,15,18,49,42,47,49,57,50,40,52,58
134009,SM,29,Female,Bachelor's degree or higher,White,northeast,2,1,1,2,1,1,3,1,1,1,2,1,2,2,2,2,2,1,1,3,3,3,2,2,2,1,2,1,3,4,1,2,3,2,1,2,1,1,1,3,2,3,1,1,1,1,1,2,2,1,2,2,2,2,1,1,2,2,1,1,1,1,2,2,3,2,2,2,3,2,2,2,2,2,2,2,3,3,3,3,11 to 31.5 mo,109,14,18,23,17,15,16,20,24,62,42,57,67,60,50,63,65,70
134010,SM,16,Female,Some college or associate degree,White,northeast,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,1,2,1,2,1,2,1,1,2,2,1,2,2,2,1,2,1,2,2,1,2,2,1,1,1,2,1,2,11 to 31.5 mo,108,26,20,20,20,17,14,17,15,62,70,61,61,67,55,56,58,51
134015,SM,21,Female,Bachelor's degree or higher,White,northeast,3,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,1,1,1,2,2,2,1,2,1,2,2,2,3,2,3,1,1,3,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,2,1,1,2,2,1,1,1,1,2,11 to 31.5 mo,86,20,15,19,15,12,11,14,14,49,58,49,59,54,40,45,49,49
134019,SM,20,Male,Bachelor's degree or higher,White,west,2,2,1,2,2,1,1,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,4,1,1,2,1,1,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,11 to 31.5 mo,76,16,12,10,12,18,11,13,11,43,48,40,32,44,57,45,46,39
134020,SM,6,Female,Bachelor's degree or higher,White,west,3,3,1,2,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,3,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,03.5 to 10 mo,75,18,11,15,11,15,11,12,13,42,54,37,49,40,50,45,42,46
134024,SM,24,Male,Bachelor's degree or higher,White,west,2,3,1,2,2,2,2,1,1,1,1,1,2,2,1,1,2,1,2,1,1,2,1,2,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11 to 31.5 mo,73,17,14,14,12,13,10,10,10,41,51,47,46,44,44,40,34,36
134027,SM,18,Male,Bachelor's degree or higher,White,northeast,1,2,1,1,3,2,2,1,1,1,1,1,1,4,1,1,1,1,2,2,1,2,4,2,1,4,2,1,3,2,2,2,1,2,2,1,2,2,1,1,4,4,3,2,2,2,1,1,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,3,2,1,2,1,2,1,1,4,11 to 31.5 mo,100,15,15,22,16,22,13,12,18,57,46,49,65,57,66,53,42,58
136001,SM,19,Male,Bachelor's degree or higher,White,west,2,2,3,2,2,2,2,2,2,1,2,2,1,2,3,2,2,1,2,3,2,2,2,2,1,2,2,1,2,2,1,2,2,2,1,1,1,2,1,1,2,3,1,1,1,1,1,2,2,2,2,2,1,1,1,2,2,1,2,1,1,2,1,1,2,1,1,2,2,1,2,1,3,2,2,1,2,1,2,2,11 to 31.5 mo,97,20,20,18,14,16,15,14,18,56,58,61,57,51,52,60,49,58
136002,SM,12,Male,Some college or associate degree,Hispanic,west,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,2,3,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,3,2,1,1,2,1,1,1,2,1,2,2,1,1,1,1,11 to 31.5 mo,79,12,12,13,14,13,13,14,13,45,36,40,43,51,44,53,49,46
136003,SM,9,Female,Bachelor's degree or higher,White,west,1,2,1,1,1,1,1,1,2,2,1,1,1,4,1,2,2,1,1,4,1,1,1,1,2,2,1,1,1,3,1,1,2,2,1,1,1,1,1,1,4,1,1,1,1,1,1,3,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,3,1,2,1,1,1,2,1,1,2,2,1,1,1,1,1,03.5 to 10 mo,86,13,18,14,12,17,11,14,13,49,39,57,46,44,55,45,49,46
136004,SM,9,Female,Some college or associate degree,MultiRacial,west,2,2,2,2,3,2,2,2,2,2,1,2,2,3,1,1,1,2,1,1,1,2,1,1,1,2,2,1,3,2,4,1,2,3,1,2,1,1,1,1,2,1,1,2,1,3,2,3,2,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,2,2,3,2,1,1,2,1,1,2,2,1,2,2,1,2,03.5 to 10 mo,94,21,15,16,17,18,11,17,16,54,61,49,52,60,57,45,58,54
136005,SM,25,Female,Bachelor's degree or higher,White,west,2,2,1,1,1,1,2,1,2,2,1,2,1,2,2,2,2,1,2,4,2,2,2,2,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,2,2,1,1,2,1,1,2,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,2,1,1,2,1,2,2,2,2,11 to 31.5 mo,89,15,19,16,12,15,13,14,17,51,46,59,52,44,50,53,49,56
136006,SM,25,Male,Bachelor's degree or higher,Hispanic,west,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,1,2,3,2,2,2,1,2,2,2,1,3,4,2,3,2,3,2,2,2,3,2,2,2,3,2,2,2,2,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,2,2,2,3,2,1,3,2,2,2,2,2,3,1,1,2,2,2,11 to 31.5 mo,120,20,22,21,23,18,16,20,19,67,58,65,63,74,57,63,65,61
136007,SM,19,Female,Bachelor's degree or higher,Hispanic,west,2,2,2,2,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,2,1,2,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11 to 31.5 mo,72,14,15,15,10,12,10,10,10,40,42,49,49,35,40,40,34,36
136008,SM,5,Female,Bachelor's degree or higher,Asian,south,2,2,2,3,1,2,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2,2,1,2,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,2,03.5 to 10 mo,77,16,13,14,11,16,11,12,12,44,48,44,46,40,52,45,42,43
136009,SM,4,Female,Some college or associate degree,White,west,2,2,1,2,2,1,1,1,2,2,1,2,1,3,1,1,1,1,1,2,2,1,1,2,1,2,1,1,3,2,1,2,2,2,1,2,1,2,2,1,2,2,1,2,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,2,2,2,1,1,1,1,1,03.5 to 10 mo,85,16,14,16,16,16,11,12,15,49,48,47,52,57,52,45,42,51
136010,SM,22,Female,Bachelor's degree or higher,Hispanic,west,1,1,1,2,2,2,2,2,2,2,1,1,1,3,1,1,1,1,1,2,2,2,1,2,1,2,1,1,3,3,1,1,1,2,1,1,2,1,1,1,1,2,1,1,2,2,2,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,11 to 31.5 mo,82,17,13,18,12,16,11,12,10,47,51,44,57,44,52,45,42,36
136011,SM,22,Female,Bachelor's degree or higher,Hispanic,west,1,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,11 to 31.5 mo,73,16,12,13,12,14,10,12,12,41,48,40,43,44,47,40,42,43
137001,SM,9,Male,Bachelor's degree or higher,Hispanic,midwest,2,2,1,2,1,1,2,2,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,03.5 to 10 mo,64,16,12,11,10,10,11,10,12,34,48,40,36,35,33,45,34,43
137002,SM,24,Male,Bachelor's degree or higher,White,midwest,2,2,1,2,2,1,2,1,2,1,1,3,1,2,1,2,1,1,1,3,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,11 to 31.5 mo,75,16,16,12,12,11,10,14,11,42,48,52,40,44,37,40,49,39
137004,SM,28,Female,Bachelor's degree or higher,White,midwest,3,3,3,2,2,2,2,1,1,1,1,1,2,2,1,2,2,1,2,1,1,2,1,2,1,1,2,3,1,2,2,1,2,3,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,2,2,1,1,2,2,1,2,1,1,2,2,3,2,1,1,1,1,2,2,2,1,2,2,2,2,3,1,2,11 to 31.5 mo,91,20,15,16,16,13,15,16,19,52,58,49,52,57,44,60,55,61
137016,SM,13,Female,Bachelor's degree or higher,White,midwest,2,2,2,2,2,1,2,1,1,1,1,2,2,2,2,1,1,1,1,2,1,2,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,1,2,2,2,1,1,2,1,1,11 to 31.5 mo,76,16,15,13,11,13,12,12,15,43,48,49,43,40,44,49,42,51
137020,SM,22,Male,Bachelor's degree or higher,White,midwest,2,3,2,3,2,2,1,2,2,2,1,2,2,2,3,4,1,1,1,4,1,2,1,1,1,1,2,2,2,2,4,1,2,2,1,1,1,1,1,1,3,2,1,1,2,2,1,1,2,1,2,2,1,1,1,2,2,1,1,1,1,1,1,3,2,3,1,1,2,1,4,3,4,2,2,2,1,3,2,2,11 to 31.5 mo,97,21,21,15,15,16,14,16,25,56,61,63,49,54,52,56,55,71
137031,SM,10,Male,Bachelor's degree or higher,White,midwest,1,2,2,2,4,2,2,1,1,1,1,1,2,2,1,2,3,1,2,2,1,2,2,2,2,2,2,4,1,3,2,1,3,3,1,2,2,2,2,2,2,1,1,2,1,2,2,1,2,1,2,2,2,1,1,2,2,2,3,1,1,1,2,3,2,2,1,1,3,2,2,2,1,2,2,2,2,3,2,2,03.5 to 10 mo,109,18,17,21,20,15,18,18,20,62,54,55,63,67,50,68,60,63
138001,SM,21,Male,Bachelor's degree or higher,Other,west,3,3,2,2,3,2,2,1,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,3,2,1,1,1,2,1,2,2,2,3,1,1,1,3,1,1,2,3,1,2,3,1,1,1,2,1,3,2,1,1,1,2,1,1,2,1,1,1,1,2,3,2,2,2,3,2,1,2,1,2,1,1,1,2,2,1,11 to 31.5 mo,100,22,15,17,17,17,15,19,14,57,63,49,54,60,55,60,63,49
138002,SM,13,Female,Bachelor's degree or higher,White,west,2,2,1,3,3,2,2,2,2,2,1,1,1,3,1,1,1,1,1,3,2,2,1,2,2,1,1,1,2,2,2,1,2,2,1,1,2,3,1,1,2,4,1,1,1,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,1,2,1,2,1,1,2,2,1,1,2,1,2,11 to 31.5 mo,91,21,14,16,16,20,10,15,15,52,61,47,52,57,62,40,52,51
138003,SM,16,Female,Bachelor's degree or higher,White,west,1,2,1,2,3,2,2,2,1,1,1,1,2,2,2,1,2,1,2,3,2,2,1,3,1,1,1,1,2,2,1,1,2,2,1,1,2,1,1,1,3,3,1,1,2,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,3,1,1,1,1,11 to 31.5 mo,87,17,17,16,13,16,13,12,14,50,51,55,52,47,52,53,42,49
138004,SM,4,Female,Some college or associate degree,White,west,2,1,2,2,2,1,1,1,2,2,1,2,1,3,1,1,1,1,2,2,2,2,1,1,2,2,1,1,2,2,3,1,2,3,1,1,2,1,1,1,2,1,1,1,2,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,2,03.5 to 10 mo,83,16,15,16,16,15,10,11,13,48,48,49,52,57,50,40,38,46
138005,SM,12,Female,Some college or associate degree,White,west,1,2,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,3,1,2,1,1,2,1,2,1,3,2,2,2,1,3,1,1,1,1,1,1,3,3,1,2,1,2,1,2,3,1,2,2,1,1,1,2,1,1,1,1,1,1,2,3,3,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,11 to 31.5 mo,95,12,17,16,14,19,13,16,14,55,36,55,52,51,59,53,55,49
138006,SM,13,Female,Bachelor's degree or higher,MultiRacial,west,2,3,1,2,2,1,2,1,2,2,3,2,2,3,1,1,2,1,1,2,2,1,1,1,1,1,1,1,2,3,1,1,1,3,1,1,1,2,2,2,3,4,1,1,3,2,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,2,3,2,1,3,1,4,3,1,1,1,1,1,1,1,1,3,1,1,11 to 31.5 mo,100,18,18,14,15,18,13,22,12,57,54,57,46,54,57,53,69,43
