IDNumber,data,AgeInMonths,Gender,ParentHighestEducation,Ethnicity,Region,q0010,q0011,q0012,q0013,q0014,q0015,q0016,q0017,q0019,q0023,q0026,q0027,q0028,q0029,q0030,q0031,q0032,q0035,q0037,q0038,q0039,q0040,q0042,q0044,q0045,q0046,q0047,q0048,q0049,q0050,q0052,q0053,q0054,q0055,q0057,q0058,q0061,q0063,q0065,q0066,q0067,q0068,q0070,q0072,q0073,q0074,q0075,q0076,q0077,q0078,q0080,q0081,q0083,q0084,q0085,q0087,q0088,q0089,q0090,q0091,q0092,q0093,q0095,q0097,q0098,q0100,q0101,q0102,q0104,q0105,q0109,q0110,q0111,q0113,q0114,q0115,q0116,q0117,q0118,q0119,age_range,TOT_raw,SOC_raw,VIS_raw,HEA_raw,TOU_raw,TS_raw,BOD_raw,BAL_raw,PLA_raw
700265,Qual,7,Female,Some college or associate degree,Hispanic,south,1,2,1,2,1,2,1,1,1,1,4,3,1,1,2,1,1,1,3,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,3,3,1,1,1,1,1,1,1,1,1,3,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,07 to 10.5 mo,83,13,18,13,15,12,13,12,12
362007,SM,9,Male,Some college or associate degree,Hispanic,northeast,3,2,3,3,2,3,3,3,3,4,2,2,1,2,2,1,2,1,2,2,2,2,1,3,2,3,3,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,3,2,2,2,1,1,2,3,3,2,2,2,1,2,2,2,3,2,1,2,3,2,3,1,2,1,1,2,1,2,2,07 to 10.5 mo,118,29,17,21,19,21,20,20,17
362029,Sp,6,Female,High school graduate (including GED),Hispanic,south,1,1,1,2,1,2,2,1,1,1,4,4,1,3,4,1,3,1,4,1,2,3,2,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,03.5 to 6 mo,87,13,26,16,11,11,12,11,11
362030,Sp,7,Female,High school graduate (including GED),Hispanic,south,1,1,2,1,1,2,2,1,1,1,4,2,1,1,3,1,2,2,3,3,1,2,2,1,2,1,4,4,1,2,1,1,3,1,2,2,2,1,2,1,1,2,1,1,2,1,4,1,2,1,1,2,2,2,1,1,1,2,2,1,2,2,2,1,1,2,2,2,1,1,1,1,1,4,2,2,3,3,3,3,07 to 10.5 mo,105,13,22,20,16,16,15,16,23
362046,Sp,9,Male,High school graduate (including GED),Hispanic,south,2,2,2,2,2,3,3,2,2,2,3,3,2,3,3,2,2,3,3,3,2,2,2,2,2,3,3,3,2,1,1,1,2,2,2,2,2,1,2,1,2,1,1,1,1,2,2,2,2,1,1,3,3,2,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,1,1,2,2,3,2,2,2,3,2,3,07 to 10.5 mo,112,22,27,22,16,15,15,17,22
362052,Sp,4,Female,Bachelor's degree or higher,Hispanic,west,1,1,1,1,1,1,1,1,1,2,3,3,3,4,4,1,3,1,4,1,1,1,1,1,2,1,2,3,1,1,3,1,2,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,1,1,2,1,3,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,1,03.5 to 6 mo,99,11,27,14,16,14,13,15,14
362057,Sp,9,Female,Some college or associate degree,Hispanic,northeast,3,3,4,3,3,4,4,4,3,3,2,2,1,2,2,3,2,2,1,1,2,2,1,2,2,1,1,1,2,2,2,1,2,1,1,1,2,2,2,1,2,3,2,2,1,1,3,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2,2,1,1,1,1,2,2,1,1,2,2,1,07 to 10.5 mo,99,34,18,16,15,19,15,16,14
362063,SM,9,Male,High school graduate (including GED),Hispanic,midwest,1,1,2,2,1,1,3,2,1,1,3,4,1,3,3,1,2,1,4,2,2,1,1,1,1,1,1,3,1,1,1,1,1,2,2,2,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,2,2,1,2,2,2,1,1,1,2,2,1,4,1,1,2,2,1,3,07 to 10.5 mo,92,15,24,13,16,11,13,15,19
362072,SM,5,Male,Bachelor's degree or higher,Hispanic,south,1,1,1,1,1,2,1,1,1,1,2,3,4,3,3,3,3,2,2,1,2,2,2,2,2,2,1,2,2,1,3,2,1,1,1,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,3,3,3,2,2,1,1,1,1,1,1,1,1,03.5 to 6 mo,119,11,26,18,16,20,21,18,12
362073,SM,9,Female,High school graduate (including GED),Hispanic,south,1,1,1,2,1,2,1,2,1,1,3,2,2,2,4,1,1,1,3,1,1,1,1,1,1,2,1,4,1,2,1,1,1,1,3,3,2,1,2,1,1,1,1,1,1,1,4,1,1,1,1,3,1,1,1,2,1,3,1,1,3,1,1,2,2,2,2,1,1,1,1,1,1,4,1,1,2,1,1,1,07 to 10.5 mo,95,13,20,15,16,13,15,16,14
400043,In-house-Sp,9,Female,Bachelor's degree or higher,Hispanic,west,1,1,1,1,1,1,1,1,1,1,3,4,1,3,3,1,1,1,4,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,1,1,2,3,1,1,2,1,4,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,07 to 10.5 mo,95,10,22,13,15,17,14,14,14
382001,SM,6,Female,Did not complete high school (no diploma),Black,south,2,3,1,1,1,3,3,2,1,1,4,2,1,1,2,1,1,2,4,2,1,1,1,2,1,3,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,3,1,2,1,1,1,4,1,1,1,1,1,4,1,1,1,4,4,1,03.5 to 6 mo,84,18,20,14,12,10,12,16,19
382002,SM,7,Male,High school graduate (including GED),Black,south,1,3,1,1,1,3,3,3,2,1,3,4,1,3,4,1,1,1,4,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,3,2,2,1,1,2,1,1,4,1,1,2,4,4,3,07 to 10.5 mo,85,19,24,13,11,11,11,15,23
700277,Qual,8,Female,Some college or associate degree,Black,south,1,1,1,1,1,1,1,1,1,1,3,2,1,2,4,1,4,1,4,1,1,1,1,1,1,2,1,4,1,1,1,1,1,1,2,1,4,1,1,1,1,3,1,1,2,1,1,2,1,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,07 to 10.5 mo,90,10,23,14,14,15,13,11,10
700212,Qual,6,Female,Some college or associate degree,White,south,1,1,1,1,1,1,2,1,3,1,1,2,1,2,2,1,2,1,2,1,1,1,1,2,1,1,1,3,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,03.5 to 6 mo,83,13,15,13,17,10,17,11,11
700287,Qual,6,Male,High school graduate (including GED),Hispanic,south,1,1,1,1,1,2,3,1,1,2,4,4,1,1,4,1,2,1,4,1,1,1,1,1,2,1,1,4,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,3,2,03.5 to 6 mo,89,14,23,14,13,15,12,12,15
383036,SM,5,Male,Some college or associate degree,Black,south,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,03.5 to 6 mo,65,10,14,10,10,11,10,10,10
383037,SM,7,Male,Some college or associate degree,White,south,2,2,2,1,2,3,3,2,2,1,2,2,1,2,2,1,2,1,3,2,1,1,2,2,2,1,2,3,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,3,2,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,2,1,1,1,1,2,2,1,2,3,2,1,07 to 10.5 mo,87,20,18,16,15,11,13,14,16
383038,SM,5,Male,Some college or associate degree,MultiRacial,south,2,2,2,3,1,3,2,3,1,1,3,2,1,2,2,1,2,1,3,1,2,2,2,2,2,3,2,2,2,2,1,1,1,1,2,1,4,1,2,1,1,1,1,1,1,1,3,1,1,1,1,4,3,3,1,1,1,1,2,2,1,2,3,2,1,2,2,1,2,2,2,2,1,4,2,1,4,4,4,4,03.5 to 6 mo,103,20,18,21,15,12,19,18,28
383047,SM,5,Male,High school graduate (including GED),Black,south,3,3,1,1,1,1,3,1,1,1,2,4,1,4,4,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,03.5 to 6 mo,72,16,20,12,10,10,10,10,10
700233,Qual,6,Male,High school graduate (including GED),White,south,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,1,1,1,1,2,2,2,1,2,1,1,1,03.5 to 6 mo,86,29,21,20,11,10,10,14,14
700204,Qual,7,Male,High school graduate (including GED),MultiRacial,south,1,1,1,1,1,2,3,1,1,1,3,3,1,2,3,1,3,1,4,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,3,4,4,2,4,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,3,1,1,1,1,1,1,07 to 10.5 mo,93,13,22,13,13,13,20,12,12
700205,Qual,7,Male,High school graduate (including GED),MultiRacial,west,1,1,1,1,1,1,1,1,1,1,3,4,1,2,4,1,4,1,4,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,07 to 10.5 mo,87,10,25,12,16,10,14,10,10
700207,Qual,6,Female,High school graduate (including GED),White,midwest,1,1,1,1,1,1,1,1,1,1,4,4,1,4,4,1,4,1,4,1,1,1,1,1,1,2,1,4,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,2,4,1,1,1,4,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,4,1,1,1,1,1,1,03.5 to 6 mo,102,10,28,14,13,13,20,14,13
700209,Qual,5,Female,High school graduate (including GED),White,midwest,1,1,1,1,1,1,1,1,1,1,4,4,1,4,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,03.5 to 6 mo,76,10,23,10,11,10,12,10,10
700211,Qual,6,Female,Some college or associate degree,Hispanic,northeast,1,1,2,2,1,3,1,2,1,1,2,4,1,2,4,1,2,1,1,2,2,1,2,1,2,1,2,4,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,03.5 to 6 mo,87,15,20,17,13,12,15,10,12
700213,Qual,5,Male,High school graduate (including GED),Black,west,1,1,1,1,1,2,2,3,1,1,1,2,1,2,2,1,2,1,2,1,1,1,1,2,2,2,1,3,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,3,2,2,1,2,1,1,1,1,1,2,2,2,2,3,3,1,1,1,1,1,1,2,2,1,2,2,1,1,03.5 to 6 mo,87,14,15,15,13,11,15,18,14
700215,Qual,8,Female,High school graduate (including GED),Hispanic,west,1,1,1,1,1,1,1,1,1,1,3,3,3,4,4,1,3,1,3,1,2,1,1,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,3,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,3,2,2,2,2,2,1,1,07 to 10.5 mo,102,10,26,21,10,18,16,11,19
700216,Qual,5,Male,Did not complete high school (no diploma),White,south,1,4,1,1,1,2,1,1,1,4,3,4,1,4,4,1,2,1,4,1,1,1,2,2,2,2,1,4,1,1,1,1,1,2,2,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,2,3,3,4,1,1,1,1,1,2,1,2,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,2,1,03.5 to 6 mo,101,17,25,17,14,12,19,14,12
700218,Qual,6,Male,Some college or associate degree,White,south,1,1,1,1,1,2,3,2,1,1,3,2,1,2,4,1,3,2,4,1,1,1,2,2,1,1,1,2,3,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,3,1,1,1,1,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,3,1,2,03.5 to 6 mo,89,14,23,15,13,12,15,11,15
700231,Qual,4,Female,High school graduate (including GED),Hispanic,south,1,1,1,1,1,1,1,1,1,1,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,03.5 to 6 mo,69,10,14,10,11,11,13,10,10
700224,Qual,8,Male,Some college or associate degree,White,midwest,1,2,1,1,1,2,2,1,1,2,2,3,1,2,3,1,2,1,2,1,1,1,1,1,2,2,1,3,1,1,1,1,1,2,2,1,3,3,2,3,1,1,1,1,1,2,1,1,2,1,2,4,1,3,2,1,1,2,1,1,1,2,2,2,1,2,2,1,2,1,1,1,1,1,2,1,2,1,1,2,07 to 10.5 mo,97,14,18,14,19,12,18,16,13
700227,Qual,8,Male,Some college or associate degree,White,midwest,1,1,1,2,1,2,1,1,1,1,2,1,1,1,2,1,3,1,1,1,1,1,2,2,1,3,1,3,1,1,1,1,1,1,3,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,3,2,1,1,1,1,1,1,1,2,1,1,1,1,1,07 to 10.5 mo,81,12,14,16,14,11,11,15,11
700263,Qual,7,Female,Some college or associate degree,White,midwest,1,1,1,1,1,1,1,1,1,1,2,3,1,2,2,1,2,1,3,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,2,3,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1,1,2,2,1,2,2,1,2,1,1,1,1,2,2,2,2,1,1,1,07 to 10.5 mo,88,10,18,12,16,11,16,15,14
700226,Qual,7,Female,Some college or associate degree,Black,south,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,07 to 10.5 mo,90,10,37,10,10,10,13,10,10
700228,Qual,7,Female,Some college or associate degree,White,west,1,1,2,2,1,2,2,1,2,2,3,2,1,2,3,1,2,1,2,1,2,1,2,1,2,2,1,2,2,1,2,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,4,2,2,2,1,2,2,1,1,1,2,2,2,1,2,2,1,2,1,2,1,1,2,2,1,2,2,2,2,07 to 10.5 mo,96,16,18,16,17,11,18,16,17
700229,Qual,5,Female,Some college or associate degree,White,midwest,1,1,1,1,1,1,1,1,1,1,4,4,1,1,4,1,4,1,4,1,1,4,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,1,1,1,2,1,1,3,1,1,1,2,1,1,1,1,1,2,1,2,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,03.5 to 6 mo,97,10,25,14,15,12,13,18,10
700230,Qual,8,Male,High school graduate (including GED),MultiRacial,west,1,1,1,1,1,2,1,1,1,1,3,4,1,2,2,1,2,1,3,1,1,1,1,2,1,1,1,4,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,4,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,4,1,1,2,2,1,2,07 to 10.5 mo,86,11,20,14,14,11,16,11,16
700235,Qual,5,Female,High school graduate (including GED),Hispanic,south,1,1,1,1,1,3,4,1,3,4,4,4,1,4,4,1,2,1,4,1,2,2,1,1,1,2,1,2,2,1,1,1,1,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,1,1,1,1,1,1,2,2,1,1,3,3,1,1,1,1,2,1,1,1,1,1,1,1,1,03.5 to 6 mo,96,20,26,15,15,10,14,16,11
700236,Qual,8,Female,High school graduate (including GED),MultiRacial,south,1,1,1,1,1,1,1,1,1,1,2,3,1,2,3,1,3,1,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,2,1,4,1,2,2,1,1,1,1,1,1,1,1,1,1,1,3,3,2,1,1,2,1,1,1,1,1,1,2,1,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,07 to 10.5 mo,89,10,19,13,16,10,16,15,10
700238,Qual,7,Male,Did not complete high school (no diploma),White,northeast,1,2,1,1,1,3,3,1,1,1,2,2,1,2,2,1,2,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,1,1,07 to 10.5 mo,77,15,16,12,14,10,11,14,15
700239,Qual,5,Female,Some college or associate degree,Black,west,1,2,1,1,1,2,4,1,1,1,3,3,1,2,3,1,3,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,4,1,1,1,1,1,1,1,2,2,1,1,2,3,1,1,2,1,1,1,1,1,1,1,1,1,1,03.5 to 6 mo,87,15,20,12,13,10,16,16,10
700240,Qual,4,Male,Some college or associate degree,Hispanic,northeast,1,1,1,1,1,1,1,1,1,1,3,3,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,03.5 to 6 mo,72,10,17,10,14,10,10,11,10
700241,Qual,4,Female,Some college or associate degree,MultiRacial,midwest,2,2,2,2,1,3,3,1,1,1,2,2,1,3,2,1,1,1,3,1,2,1,1,1,2,2,1,1,1,1,2,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,03.5 to 6 mo,84,18,17,13,15,10,13,16,13
700242,Qual,6,Female,Some college or associate degree,White,midwest,1,2,2,1,2,4,3,2,1,1,4,4,1,2,4,1,2,1,2,1,3,1,1,1,1,1,1,3,1,1,2,1,2,2,1,1,3,4,1,3,1,1,2,1,2,3,1,3,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,03.5 to 6 mo,97,19,22,14,20,16,12,13,13
700244,Qual,7,Female,High school graduate (including GED),White,west,1,1,1,1,1,2,2,1,1,1,3,3,2,2,3,1,2,1,2,1,2,1,1,2,1,2,2,2,1,1,1,1,1,2,2,2,3,2,2,1,2,3,1,1,2,1,1,2,1,1,2,3,2,2,1,2,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,2,1,1,1,07 to 10.5 mo,96,12,20,15,17,15,17,12,13
700247,Qual,5,Male,High school graduate (including GED),White,south,1,3,1,1,1,2,1,2,1,1,3,4,2,4,3,1,2,1,3,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,2,1,1,1,4,2,3,3,3,1,1,1,1,1,1,1,2,2,2,3,2,4,1,1,1,1,1,1,4,3,1,4,2,3,2,03.5 to 6 mo,101,14,24,13,14,14,17,19,22
700248,Qual,6,Male,High school graduate (including GED),Hispanic,west,1,3,1,1,1,1,3,2,1,1,2,3,1,2,2,1,2,1,2,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,2,2,2,2,3,2,1,1,2,1,1,1,1,1,1,1,1,1,1,03.5 to 6 mo,83,15,17,13,12,10,13,18,10
700251,Qual,8,Male,High school graduate (including GED),Black,south,1,1,1,1,1,1,3,1,1,1,2,4,1,4,4,1,4,1,4,1,2,1,1,1,3,1,1,4,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,4,4,4,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,07 to 10.5 mo,106,12,26,16,13,13,28,10,10
700252,Qual,10,Female,High school graduate (including GED),White,south,2,3,1,1,3,3,2,1,1,1,3,3,3,2,2,3,1,1,3,1,4,1,1,1,1,3,1,2,1,1,2,1,1,4,4,1,4,1,1,1,2,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,2,1,2,3,2,4,1,1,1,1,2,1,1,1,1,1,1,1,07 to 10.5 mo,101,18,22,16,20,12,12,19,11
700253,Qual,4,Male,High school graduate (including GED),White,midwest,1,1,1,1,1,1,4,1,2,1,4,4,1,4,4,1,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,03.5 to 6 mo,88,14,26,10,15,10,16,11,11
700254,Qual,4,Female,High school graduate (including GED),White,south,1,1,1,1,1,1,2,2,1,1,2,4,1,3,3,1,3,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,3,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,1,1,1,1,1,1,1,2,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,03.5 to 6 mo,87,12,21,12,15,10,15,14,10
700255,Qual,4,Male,High school graduate (including GED),White,west,2,2,3,1,2,2,2,3,2,3,2,2,1,2,2,1,2,1,2,2,1,1,2,1,2,2,2,2,2,2,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,1,1,2,1,2,2,2,2,1,1,1,2,2,2,4,2,2,4,1,2,2,03.5 to 6 mo,87,22,17,17,13,10,15,15,23
700256,Qual,5,Male,High school graduate (including GED),White,northeast,1,2,2,1,1,2,1,1,1,1,2,3,1,3,4,1,3,1,3,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,1,1,1,1,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,4,1,1,4,2,3,2,03.5 to 6 mo,89,13,22,13,14,10,15,15,20
700257,Qual,7,Male,High school graduate (including GED),White,south,2,1,1,1,1,2,1,1,1,1,3,2,2,2,3,1,3,1,3,2,1,1,2,3,2,2,1,2,1,1,1,1,1,2,3,2,4,1,1,3,1,1,1,1,1,1,2,1,1,1,2,3,1,1,1,1,1,1,1,2,1,1,2,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,2,1,07 to 10.5 mo,99,12,22,16,19,11,14,17,11
700278,Qual,9,Male,High school graduate (including GED),White,south,1,1,1,1,1,2,1,1,2,2,2,4,1,3,4,2,4,1,4,1,2,1,2,3,2,3,1,2,1,1,3,1,1,2,3,2,3,2,2,1,1,1,1,1,2,2,1,2,1,1,3,4,2,4,1,1,2,2,2,1,2,3,1,2,3,3,2,2,2,2,1,1,2,4,3,2,4,2,1,2,07 to 10.5 mo,121,13,26,18,20,13,22,22,22
700259,Qual,9,Female,High school graduate (including GED),Hispanic,midwest,1,1,1,1,1,1,1,1,1,1,4,3,2,3,4,1,3,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,07 to 10.5 mo,87,10,24,12,13,11,14,13,10
700260,Qual,4,Female,High school graduate (including GED),White,northeast,1,1,1,1,1,1,1,1,1,1,1,4,1,3,4,1,4,1,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,03.5 to 6 mo,86,10,24,11,13,10,14,14,10
700261,Qual,4,Male,High school graduate (including GED),Black,south,1,4,1,1,1,3,1,1,1,1,2,3,1,4,3,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,4,1,2,4,2,1,2,3,4,2,1,2,2,2,4,3,2,3,4,4,4,3,3,4,4,3,1,2,1,1,1,1,1,1,2,1,4,3,4,3,1,1,2,3,3,3,03.5 to 6 mo,123,15,19,13,20,25,34,12,27
700264,Qual,9,Male,Some college or associate degree,Hispanic,midwest,1,1,1,1,1,1,1,3,1,1,4,4,2,4,3,1,2,2,4,1,2,1,2,1,2,2,1,3,1,1,1,1,2,1,3,2,2,1,1,2,2,1,1,1,1,1,1,2,1,1,3,3,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,1,07 to 10.5 mo,101,12,27,16,16,12,17,13,14
700266,Qual,8,Male,High school graduate (including GED),Hispanic,west,1,1,1,1,1,1,1,1,1,1,4,3,1,3,3,1,3,1,3,1,2,1,1,1,1,1,1,4,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,2,1,3,2,3,3,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,07 to 10.5 mo,92,10,23,14,13,14,17,11,11
700267,Qual,8,Male,Some college or associate degree,White,northeast,1,1,1,1,1,2,1,1,1,1,2,2,1,1,3,1,3,2,1,1,2,1,1,1,1,2,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,1,2,1,1,1,1,1,1,2,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,07 to 10.5 mo,83,11,17,14,11,14,12,15,10
